HEADER.PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000876,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-02-05
300000877,10,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-01-25
300000877,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-09-05
300000878,10,HT-8003,,USD,4955.16,4164,791.16,3,EA,2015-03-04
300000878,20,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-08-17
300000879,10,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-09-24
300000879,20,HT-1040,,EUR,987.7,830,157.7,1,EA,2015-03-06
300000880,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-07-28
300000880,20,HT-1032,,EUR,821.1,690,131.1,2,EA,2015-02-02
300000881,10,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-02-21
300000881,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-02-21
300000882,10,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2014-12-27
300000882,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-10-30
300000883,10,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-12-09
300000883,20,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-10-05
300000884,10,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-01-23
300000884,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2014-12-21
300000885,10,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-06-28
300000885,20,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-03-21
300000886,10,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2015-02-14
300000886,20,HT-1116,,MXN,128.52,108,20.52,3,EA,2015-06-05
300000887,10,AD-1000,,CAD,0,0,0,2,EA,2015-01-03
300000887,20,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-09-10
300000888,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-03-05
300000888,20,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-12-27
300000889,10,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-09-28
300000889,20,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-07-06
300000890,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2014-12-26
300000890,20,HT-1114,,USD,164.22,138,26.22,2,EA,2015-06-15
300000891,10,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-03-16
300000891,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2014-12-24
300000892,10,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-03-19
300000892,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-06-13
300000893,10,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2015-08-22
300000893,20,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-06-24
300000894,10,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-03-14
300000894,20,HT-1041,,ARS,583.1,490,93.1,1,EA,2015-08-22
300000895,10,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2014-12-23
300000895,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-09-01
300000896,10,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-06-01
300000896,20,HT-1030,,EUR,273.7,230,43.7,1,EA,2015-03-03
300000897,10,HT-8003,,USD,4955.16,4164,791.16,3,EA,2014-12-10
300000897,20,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-02-18
300000898,10,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-05-10
300000898,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-03-30
300000899,10,AD-1000,,CAD,0,0,0,3,EA,2015-02-01
300000899,20,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2014-12-31
300000900,10,HT-6132,,BRL,1069.81,899,170.81,1,EA,2015-04-10
300000900,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-11-01
300000901,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-01-19
300000901,20,HT-1065,,CHF,30.94,26,4.94,1,EA,2014-12-06
300000902,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-03-05
300000902,20,HT-1066,,USD,2.98,2.5,0.48,1,EA,2015-09-28
300000903,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-05-15
300000903,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2014-12-19
300000904,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-12-22
300000904,20,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-05-28
300000905,10,HT-1095,,USD,190.4,160,30.4,1,EA,2015-06-09
300000905,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-04-22
300000906,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-01-01
300000906,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-10-01
300000907,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-07-28
300000907,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2015-04-18
300000908,10,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-01-04
300000908,20,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-08-31
300000909,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-06-14
300000909,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-08-07
300000910,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-08-31
300000910,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-07-25
300000911,10,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-12-05
300000911,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2015-04-24
300000912,10,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-08-28
300000912,20,HT-1066,,USD,5.95,5,0.95,2,EA,2015-10-02
300000913,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-11-24
300000913,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-01-11
300000914,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-03-02
300000914,20,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-04-23
300000915,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-04-13
300000915,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-12-26
300000916,10,HT-1070,,ARS,168.74,141.8,26.94,2,EA,2015-03-16
300000916,20,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-02-23
300000917,10,HT-7010,,USD,950.81,799,151.81,1,EA,2015-11-05
300000917,20,HT-1066,,USD,5.95,5,0.95,2,EA,2015-11-08
300000918,10,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2015-05-10
300000918,20,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-05-30
300000919,10,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-12-17
300000919,20,HT-1062,,ARS,13.09,11,2.09,1,EA,2015-01-08
300000920,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-06-15
300000920,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-03-14
300000921,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-05-30
300000921,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-10-20
300000922,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-07-11
300000922,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-01-17
300000923,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-03-29
300000923,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-12-30
300000924,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-10-26
300000924,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2014-12-09
300000925,10,HT-1069,,JPY,952,800,152,1,EA,2015-07-16
300000925,20,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-07-02
300000926,10,HT-1069,,JPY,1904,1600,304,2,EA,2015-02-15
300000926,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-09-02
300000927,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-04-10
300000927,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-10-13
300000928,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-05-17
300000928,20,HT-1095,,USD,571.2,480,91.2,3,EA,2015-03-27
300000929,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-06-17
300000929,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-04-28
300000930,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-12-03
300000930,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-04-25
300000931,10,HT-1097,,ARS,199.92,168,31.92,3,EA,2015-07-29
300000931,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-12-13
300000932,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-01-06
300000932,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-10-13
300000933,10,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-02-11
300000933,20,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-07-31
300000934,10,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-01-05
300000934,20,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-05-22
300000935,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-02-19
300000935,20,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-09-04
300000936,10,HT-1069,,JPY,952,800,152,1,EA,2015-04-05
300000936,20,HT-1096,,JPY,428.4,360,68.4,3,EA,2015-11-07
300000937,10,HT-1066,,USD,5.95,5,0.95,2,EA,2015-01-13
300000937,20,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-12-02
300000938,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2014-12-20
300000938,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2014-12-19
300000939,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-06-22
300000939,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-05-18
300000940,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-01-05
300000940,20,HT-1095,,USD,380.8,320,60.8,2,EA,2015-04-16
300000941,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-08-13
300000941,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-12-25
300000942,10,HT-1065,,CHF,30.94,26,4.94,1,EA,2015-04-22
300000942,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-08-26
300000943,10,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-09-25
300000943,20,HT-7010,,USD,2852.43,2397,455.43,3,EA,2014-12-11
300000944,10,HT-1062,,ARS,39.27,33,6.27,3,EA,2015-12-11
300000944,20,HT-6131,,ARS,1426.81,1199,227.81,1,EA,2015-03-30
300000945,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-11-23
300000945,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-02-21
300000946,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-10-16
300000946,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-08-26
300000947,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-11-26
300000947,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-02-25
300000948,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2014-12-29
300000948,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-08-09
300000949,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-02-18
300000949,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2014-12-21
300000950,10,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-04-24
300000950,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-10-20
300000951,10,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-05-16
300000951,20,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2015-02-18
300000952,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-03-10
300000952,20,HT-1073,,EUR,28.56,24,4.56,1,EA,2015-11-18
300000953,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-03-26
300000953,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-01-16
300000954,10,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-06-25
300000954,20,HT-6122,,USD,198.73,167,31.73,1,EA,2015-04-27
300000955,10,HT-6102,,CNY,1057.91,889,168.91,1,EA,2015-02-24
300000955,20,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2015-08-16
300000956,10,HT-1090,,EUR,139.23,117,22.23,3,EA,2015-03-13
300000956,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-03-09
300000957,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-08-18
300000957,20,HT-1082,,ARS,603.33,507,96.33,3,EA,2015-01-29
300000958,10,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2015-04-11
300000958,20,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2014-12-29
300000959,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-08-09
300000959,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-03-02
300000960,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-04-27
300000960,20,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-06-12
300000961,10,HT-6110,,ARS,154.7,130,24.7,1,EA,2015-10-29
300000961,20,HT-1082,,ARS,603.33,507,96.33,3,EA,2015-12-29
300000962,10,HT-6121,,EUR,149.94,126,23.94,2,EA,2015-04-06
300000962,20,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-12-15
300000963,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-07-17
300000963,20,HT-6122,,USD,596.19,501,95.19,3,EA,2015-12-18
300000964,10,HT-6122,,USD,198.73,167,31.73,1,EA,2015-01-10
300000964,20,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-04-10
300000965,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-07-09
300000965,20,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2015-05-26
300000966,10,HT-1082,,ARS,402.22,338,64.22,2,EA,2015-03-19
300000966,20,HT-6110,,ARS,154.7,130,24.7,1,EA,2015-12-17
300000967,10,HT-6121,,EUR,74.97,63,11.97,1,EA,2015-09-08
300000967,20,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-12-15
300000968,10,HT-6123,,ZAR,1067.43,897,170.43,3,EA,2015-03-19
300000968,20,HT-1071,,ZAR,291.67,245.1,46.57,3,EA,2015-07-20
300000969,10,HT-6101,,DKK,2424.03,2037,387.03,3,EA,2015-01-21
300000969,20,HT-1085,,DKK,1783.81,1499,284.81,1,EA,2015-03-03
300000970,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-08-01
300000970,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-02-27
300000971,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-09-23
300000971,20,HT-6123,,ZAR,355.81,299,56.81,1,EA,2015-04-13
300000972,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-04-09
300000972,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-01-31
300000973,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-12-07
300000973,20,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-12-21
300000974,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-04-05
300000974,20,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-12-17
300000975,10,HT-1090,,EUR,46.41,39,7.41,1,EA,2015-06-29
300000975,20,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-07-18
300000976,10,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-01-16
300000976,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-06-22
300000977,10,HT-1090,,EUR,139.23,117,22.23,3,EA,2014-12-26
300000977,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-05-17
300000978,10,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-09-01
300000978,20,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-02-18
300000979,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-08-06
300000979,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-05-24
300000980,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-03-16
300000980,20,HT-6122,,USD,397.46,334,63.46,2,EA,2015-03-23
300000981,10,HT-6110,,ARS,464.1,390,74.1,3,EA,2015-07-05
300000981,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-02-14
300000982,10,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-04-17
300000982,20,HT-6122,,USD,596.19,501,95.19,3,EA,2015-07-22
300000983,10,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2015-04-01
300000983,20,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2015-03-17
300000984,10,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-04-04
300000984,20,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-12-06
300000985,10,HT-6123,,ZAR,711.62,598,113.62,2,EA,2014-12-18
300000985,20,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-04-01
300000986,10,HT-1090,,EUR,46.41,39,7.41,1,EA,2015-05-28
300000986,20,HT-2002,,EUR,3048.74,2561.97,486.77,3,EA,2015-10-02
300000987,10,HT-1073,,EUR,57.12,48,9.12,2,EA,2014-12-06
300000987,20,HT-6121,,EUR,149.94,126,23.94,2,EA,2015-01-28
300000988,10,HT-6122,,USD,198.73,167,31.73,1,EA,2015-01-18
300000988,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-09-02
300000989,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-02-25
300000989,20,HT-6122,,USD,397.46,334,63.46,2,EA,2015-03-19
300000990,10,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-08-16
300000990,20,HT-6102,,CNY,2115.82,1778,337.82,2,EA,2015-06-11
300000991,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-05-26
300000991,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-02-10
300000992,10,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2015-10-12
300000992,20,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-10-08
300000993,10,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-08-23
300000993,20,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-03-03
300000994,10,HT-1085,,DKK,5351.43,4497,854.43,3,EA,2015-10-11
300000994,20,HT-6101,,DKK,808.01,679,129.01,1,EA,2015-08-28
300000995,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-12-10
300000995,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-03-20
300000996,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2014-12-22
300000996,20,HT-6123,,ZAR,355.81,299,56.81,1,EA,2015-04-23
300000997,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-07-26
300000997,20,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-05-11
300000998,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-10-19
300000998,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-09-07
300000999,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-12-18
300000999,20,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-03-25
