HEADER.SALESORDERID,SALESORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000812,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000813,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000813,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000814,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000814,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000815,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000815,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000816,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000816,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000817,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000817,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000818,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000818,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000819,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000819,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000820,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000820,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000821,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000821,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000822,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000822,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000823,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000823,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000824,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000824,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000825,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000825,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000826,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000826,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000827,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000827,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000828,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000828,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000829,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000829,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000830,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000830,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000831,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000831,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000832,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000832,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000833,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000833,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000834,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000834,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000835,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000835,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000836,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000836,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000837,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000837,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000838,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000838,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000839,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000839,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000840,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000840,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000841,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000841,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000842,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000842,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000843,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000843,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000844,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000844,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000845,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000845,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000846,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000846,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000847,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000847,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000848,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000848,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000849,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000849,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000850,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000850,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000851,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000851,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000852,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000852,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000853,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000853,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000854,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000854,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000855,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000855,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000856,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000856,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000857,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000857,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000858,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000858,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000859,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000859,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000860,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000860,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000861,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000861,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000862,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000862,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000863,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000863,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000864,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000864,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000865,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000865,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000866,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000866,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000867,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000867,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000868,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000868,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000869,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000869,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000870,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000870,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000871,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000871,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000872,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000872,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000873,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000873,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000874,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000874,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000875,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000875,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000876,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000876,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000877,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000877,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000878,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000878,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000879,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000879,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000880,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000880,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000881,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000881,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000882,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000882,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000883,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000883,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000884,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000884,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000885,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000885,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000886,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000886,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000887,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000887,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000888,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000888,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000889,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000889,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000890,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000890,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000891,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000891,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000892,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000892,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000893,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000893,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000894,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000894,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000895,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000895,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000896,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000896,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000897,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000897,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000898,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000898,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000899,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000899,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000900,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000900,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000901,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000901,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000902,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000902,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000903,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000903,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000904,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000904,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000905,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000905,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000906,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000906,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000907,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000907,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000908,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000908,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000909,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000909,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000910,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000910,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000911,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000911,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000912,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000912,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000913,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000913,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000914,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000914,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000915,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000915,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000916,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000916,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000917,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000917,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000918,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000918,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000919,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000919,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000920,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000920,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000921,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000921,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000922,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000922,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000923,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000923,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000924,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000924,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000925,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000925,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000926,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000926,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000927,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000927,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000928,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000928,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000929,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000929,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000930,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000930,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000931,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000931,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000932,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000932,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000933,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000933,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000934,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000934,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000935,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000935,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000936,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000936,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000937,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000937,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000938,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000938,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000939,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000939,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000940,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000940,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000941,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000941,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000942,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000942,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000943,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000943,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000944,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000944,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000945,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000945,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000946,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000946,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000947,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000947,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000948,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000948,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000949,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000949,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000950,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000950,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000951,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000951,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000952,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000952,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000953,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000953,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000954,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000954,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000955,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000955,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000956,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000956,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000957,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000957,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000958,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000958,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000959,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000959,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000960,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000960,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000961,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000961,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000962,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000962,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000963,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000963,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000964,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000964,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000965,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000965,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000966,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000966,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000967,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000967,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000968,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000968,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000969,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000969,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000970,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000970,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000971,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000971,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000972,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000972,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000973,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000973,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000974,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000974,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
